genus,1210-MG,1211-MG,1212-MG,1213-MG,1214-MG,1215-MG,1216-MG,1217-MG,551-MG,552-MG,553-MG,554-MG,555-MG,556-MG,557-MG,900-MG,901-MG,902-MG,903-MG,904-MG,905-MG,906-MG,907-MG,total,superkingdom,kingdom,phylum,class,order,family,tax
Ramicandelaber,2,2,3,2,2,0,3,9,1,6,3,1,1,5,0,3,0,0,0,2,7,11,6,69,Eukaryota,Fungi,Zoopagomycota,Zoopagomycota_Incertae_sedis,Ramicandelaberales,Ramicandelaberaceae,Eukaryota;Fungi;Zoopagomycota;Zoopagomycota_Incertae_sedis;Ramicandelaberales;Ramicandelaberaceae;Ramicandelaber
Inocybe,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe
Synchytrium,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Synchytriales,Synchytriaceae,Eukaryota;Fungi;Chytridiomycota;Chytridiomycetes;Synchytriales;Synchytriaceae;Synchytrium
Mycoemilia,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,Eukaryota,Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Eukaryota;Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Mycoemilia
Metschnikowia,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
Piptocephalis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Eukaryota,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Eukaryota;Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Piptocephalis
Conidiobolus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,Eukaryota,Fungi,Zoopagomycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,Eukaryota;Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Conidiobolus
Cerinomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,Eukaryota,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Cerinomycetaceae,Eukaryota;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Cerinomycetaceae;Cerinomyces
Schizonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Eukaryota;Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Schizonella
Entomophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Eukaryota,Fungi,Zoopagomycota,Entomophthoromycetes,Entomophthorales,Entomophthoraceae,Eukaryota;Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Entomophaga
Myconymphaea,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota,Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Eukaryota;Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Myconymphaea
Fuscohilum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Eukaryota;Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Fuscohilum
Kuraishia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_Incertae_sedis,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_Incertae_sedis;Kuraishia
Starmerella,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_Incertae_sedis,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_Incertae_sedis;Starmerella
Zymobacter,2,1,1,0,0,0,3,0,32,790,1,53753,43,4,2,28,0,1,1,127295,98,97,0,182152,Bacteria,none,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Zymobacter
Ralstonia,1349,407,172,650,7014,1566,497,209,300,275,220,113,619,52,186,1891,0,0,1994,121,1041,176,68,18920,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Acinetobacter,648,56,253,118,265,221,22,14,100,3,48,12730,24,12,43,144,0,1,495,40,32,102,20,15391,Bacteria,none,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Pseudomonas,1059,2330,101,464,2482,1896,308,314,37,134,76,50,146,73,40,76,1,0,115,4,21,91,36,9854,Bacteria,none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Peribacillus,655,218,122,171,1525,71,174,604,1048,314,757,35,322,155,90,421,0,0,1463,42,228,195,11,8621,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Peribacillus
Sphingomonas,595,138,77,220,2246,468,215,84,109,158,35,45,317,78,85,327,0,1,421,7,70,105,18,5819,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Cutibacterium,47,133,35,21,190,0,0,0,56,39,59,44,3483,86,98,59,0,0,532,8,2,0,0,4892,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium
Hymenobacter,117,64,43,203,486,336,56,292,666,199,432,0,366,66,189,190,0,0,97,5,22,87,4,3920,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Polaromonas,1707,135,32,363,767,574,219,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3802,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
Stenotrophomonas,103,94,62,217,718,992,1253,57,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,3511,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
Anaplasma,1,7,1,50,79,0,10,1,4,0,173,0,484,0,2,1271,0,1,0,22,147,1170,25,3448,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma
Aquabacterium,150,59,57,28,1262,76,116,92,97,123,0,10,336,0,182,107,0,0,0,0,0,15,11,2721,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_Incertae_sedis,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Aquabacterium
Flavobacterium,262,593,62,62,859,418,66,95,0,0,0,0,1,1,0,0,0,0,0,10,0,78,0,2507,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Staphylococcus,55,26,42,57,265,98,0,160,0,90,122,0,43,0,4,150,0,0,1060,50,28,42,12,2304,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
Burkholderia,79,99,31,75,157,0,1,0,266,43,0,194,0,28,0,144,0,0,392,1,0,78,7,1595,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Curvibacter,108,8,28,369,109,368,65,72,0,1,19,15,1,0,0,19,1,0,0,0,2,31,0,1216,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter
Escherichia,72,57,28,43,0,107,23,146,29,15,84,16,106,1,20,34,0,0,139,6,12,0,5,943,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
Acidovorax,0,100,13,83,165,3,14,0,40,90,18,51,0,22,0,1,0,0,153,12,14,15,0,794,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
Mesorhizobium,0,47,0,29,95,166,0,6,0,0,0,5,0,0,17,132,0,0,243,0,10,0,1,751,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
Sandaracinus,19,695,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus
Shigella,92,49,26,5,0,31,23,164,55,32,45,14,15,0,9,28,0,0,77,1,7,0,0,673,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella
Pelomonas,0,0,0,0,161,97,31,0,0,0,0,0,19,7,0,237,0,0,76,14,11,16,0,669,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas
Stutzerimonas,64,0,4,7,31,0,0,0,0,26,0,19,25,0,0,306,0,0,42,9,0,17,0,550,Bacteria,none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas
Nocardioides,41,174,1,24,0,221,2,0,0,1,0,0,21,8,0,27,0,0,0,2,2,0,0,524,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides
Metabacillus,0,0,0,486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Metabacillus
Bradyrhizobium,37,74,35,0,8,59,8,0,15,0,0,0,0,0,1,0,0,0,222,4,13,1,9,486,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
Methylotenera,180,86,0,52,0,49,18,57,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,468,Bacteria,none,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera
Salinicoccus,0,56,5,0,2,1,0,0,117,0,0,0,0,65,94,103,0,0,0,23,2,0,0,468,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus
Paracoccus,1,39,27,0,222,0,24,19,0,0,0,0,0,10,0,92,0,0,0,1,0,3,14,452,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
Xanthomonas,0,2,35,1,351,0,0,0,0,0,0,0,1,0,1,0,0,0,54,0,0,0,0,445,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas
Chondromyces,0,43,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces
Microbacterium,19,101,4,78,5,0,12,0,0,0,0,5,0,0,6,116,0,0,89,0,0,0,0,435,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium
Comamonas,1,2,0,30,1,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
Solirubrobacter,76,319,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,Bacteria,none,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Bacteria;none;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
Methylorubrum,61,2,0,0,76,31,0,0,0,0,0,17,103,45,40,0,0,0,0,0,0,0,0,375,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum
Microvirga,32,142,0,20,0,22,0,0,0,0,0,4,0,1,0,144,0,0,0,0,0,0,2,367,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga
Brevundimonas,70,4,14,0,131,0,1,31,0,0,0,4,85,17,0,0,0,0,0,0,0,0,0,357,Bacteria,none,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
Roseomonas,0,27,0,0,0,266,26,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,333,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas
Zoogloea,1,40,0,46,0,212,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,329,Bacteria,none,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Zoogloea
Armatimonas,0,60,0,0,0,0,1,32,1,31,16,6,117,26,27,0,1,0,0,0,0,8,1,327,Bacteria,none,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Bacteria;none;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas
Variovorax,0,0,2,120,5,26,5,6,0,0,0,0,1,0,47,4,0,0,52,0,27,1,19,315,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
Mesobacillus,0,1,0,0,0,9,1,0,0,0,0,0,67,0,0,232,0,0,0,0,0,0,0,310,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Mesobacillus
Vicinamibacter,20,227,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,299,Bacteria,none,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Bacteria;none;Acidobacteria;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter
Ramlibacter,0,53,0,77,4,0,3,0,0,4,17,0,138,0,0,0,0,0,1,0,0,0,0,297,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter
Corynebacterium,0,18,25,0,0,0,0,3,0,0,0,2,0,101,41,7,0,0,0,92,5,0,0,294,Bacteria,none,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium
Halomonas,0,19,1,11,0,110,48,0,0,0,0,0,93,0,10,0,0,0,0,0,0,0,0,292,Bacteria,none,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
Atopostipes,0,0,0,0,0,0,0,0,0,0,0,0,0,15,94,131,0,0,0,18,0,1,1,260,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
Prolinoborus,1,6,135,50,0,0,0,3,13,0,10,1,0,0,0,0,0,0,0,0,0,38,2,259,Bacteria,none,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Prolinoborus
Ornithinimicrobium,15,5,0,13,0,0,0,0,0,0,0,2,0,25,1,145,0,0,40,6,0,0,0,252,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Ornithinimicrobiaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium
Belnapia,27,16,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Belnapia
Aeromonas,0,42,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,238,Bacteria,none,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
Shinella,0,36,13,83,0,0,0,0,0,0,0,13,0,0,0,57,0,0,0,9,0,0,11,222,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella
Novosphingobium,7,102,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Spirosoma,62,0,1,1,1,0,35,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,7,215,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma
Asaia,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,203,0,0,0,0,0,4,0,212,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia
Leucobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,202,0,0,0,0,0,0,0,203,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Leucobacter
Devosia,0,85,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,187,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia
Skermanella,0,0,0,0,0,144,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,187,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella
Cupriavidus,26,4,1,17,62,13,6,0,6,2,1,1,13,0,2,16,0,0,7,0,2,1,1,181,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
Sediminibacterium,31,0,0,0,77,0,0,55,0,4,0,2,0,0,0,0,0,0,0,0,0,0,10,179,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium
Kocuria,40,61,0,33,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,2,0,6,5,175,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Kocuria
Diaphorobacter,0,0,0,1,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter
Tessaracoccus,0,0,0,0,0,0,0,0,63,0,0,0,99,0,0,0,0,1,0,0,5,0,0,168,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
Micrococcus,0,0,8,0,0,0,0,0,0,0,0,0,94,21,0,0,0,0,23,4,0,3,3,156,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Micrococcus
Sphingobium,1,1,41,0,1,0,29,0,0,0,59,0,1,0,0,1,0,0,0,0,0,7,9,150,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
Brachybacterium,0,0,22,0,1,0,9,34,0,0,0,0,28,49,0,0,0,0,0,0,3,0,0,146,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium
Paeniclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,1,0,0,138,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Paeniclostridium
Neobacillus,0,5,3,0,0,112,2,0,0,0,0,0,2,0,9,0,0,0,0,0,2,0,0,135,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Neobacillus
Exiguobacterium,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_sedis,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_sedis;Exiguobacterium
Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,128,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia
Aliicoccus,0,0,0,0,90,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,0,0,127,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Aliicoccus
Caenibaculum,7,4,3,4,0,5,4,5,6,3,5,53,4,2,0,1,0,0,15,1,0,3,1,126,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caenibaculum
Rhizobium,21,3,8,32,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,9,125,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Romboutsia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,60,0,46,0,0,122,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia
Alkalihalobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,121,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Alkalihalobacillus
Rhodoferax,15,0,2,38,10,21,8,2,0,0,0,0,0,0,7,3,0,0,6,0,3,0,2,117,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax
